,tweet_id,date,time
12158,1236834638141718528,2020-03-09,2:2:11
12159,1236834646530326530,2020-03-09,2:2:13
12160,1236834709440733184,2020-03-09,2:2:28
12161,1236834730378539008,2020-03-09,2:2:33
12162,1236834889766322176,2020-03-09,2:3:11
12163,1236834940102328321,2020-03-09,2:3:23
12164,1236834982053777410,2020-03-09,2:3:33
12165,1236835003046211584,2020-03-09,2:3:38
12166,1236835053356883968,2020-03-09,2:3:50
12167,1236835141445660672,2020-03-09,2:4:11
12168,1236835195971649536,2020-03-09,2:4:24
12169,1236835305027747841,2020-03-09,2:4:50
12170,1236835518907699201,2020-03-09,2:5:41
12171,1236835669915373570,2020-03-09,2:6:17
12172,1236835732825632768,2020-03-09,2:6:32
12173,1236835741243711488,2020-03-09,2:6:34
12174,1236835825117286400,2020-03-09,2:6:54
12175,1236835829286424576,2020-03-09,2:6:55
12176,1236835950929436673,2020-03-09,2:7:24
12177,1236835967702650881,2020-03-09,2:7:28
12178,1236836039030747136,2020-03-09,2:7:45
12179,1236836089362558977,2020-03-09,2:7:57
12180,1236836114532573184,2020-03-09,2:8:3
12181,1236836236133683200,2020-03-09,2:8:32
12182,1236836366178291713,2020-03-09,2:9:3
12183,1236836408117125121,2020-03-09,2:9:13
12184,1236836479441211392,2020-03-09,2:9:30
12185,1236836525553455104,2020-03-09,2:9:41
12186,1236836634601099264,2020-03-09,2:10:7
12187,1236836655597830144,2020-03-09,2:10:12
12188,1236836684936941568,2020-03-09,2:10:19
12189,1236836701714165760,2020-03-09,2:10:23
12190,1236836739462787072,2020-03-09,2:10:32
12191,1236836932400840704,2020-03-09,2:11:18
12192,1236837020485419009,2020-03-09,2:11:39
12193,1236837095970349057,2020-03-09,2:11:57
12194,1236837100189696002,2020-03-09,2:11:58
12195,1236837133744300032,2020-03-09,2:12:6
12196,1236837175666380801,2020-03-09,2:12:16
12197,1236837184046534656,2020-03-09,2:12:18
12198,1236837192447778817,2020-03-09,2:12:20
12199,1236837192464502784,2020-03-09,2:12:20
12200,1236837205026443265,2020-03-09,2:12:23
12201,1236837230200664068,2020-03-09,2:12:29
12202,1236837280532267008,2020-03-09,2:12:41
12203,1236837314099208192,2020-03-09,2:12:49
12204,1236837339273596928,2020-03-09,2:12:55
12205,1236837565757620225,2020-03-09,2:13:49
12206,1236837708338626560,2020-03-09,2:14:23
12207,1236837863553196032,2020-03-09,2:15:0
12208,1236837909661171717,2020-03-09,2:15:11
12209,1236837934843731968,2020-03-09,2:15:17
12210,1236838090053910529,2020-03-09,2:15:54
12211,1236838094214541313,2020-03-09,2:15:55
12212,1236838127764815872,2020-03-09,2:16:3
12213,1236838249424773120,2020-03-09,2:16:32
12214,1236838282991935488,2020-03-09,2:16:40
12215,1236838731757293568,2020-03-09,2:18:27
12216,1236838761121681410,2020-03-09,2:18:34
12217,1236838857611583494,2020-03-09,2:18:57
12218,1236838987626512386,2020-03-09,2:19:28
12219,1236838996019253248,2020-03-09,2:19:30
12220,1236839063115583488,2020-03-09,2:19:46
12221,1236839117624881152,2020-03-09,2:19:59
12222,1236839180543524870,2020-03-09,2:20:14
12223,1236839277033488384,2020-03-09,2:20:37
12224,1236839339923046400,2020-03-09,2:20:52
12225,1236839390258835458,2020-03-09,2:21:4
12226,1236839398664101889,2020-03-09,2:21:6
12227,1236839402837590016,2020-03-09,2:21:7
